time_s,x_m,y_m,theta_rad,target_x_m,target_y_m,distance_to_target_m,accumulated_distance_m,is_colliding
100.70,1.2255,0.1095,1.5498,1.2500,1.2500,1.1407,3.6871,1
100.74,1.2256,0.1108,1.5498,1.2500,1.2500,1.1394,3.6884,1
100.77,1.2256,0.1121,1.5498,1.2500,1.2500,1.1381,3.6897,1
100.80,1.2256,0.1134,1.5498,1.2500,1.2500,1.1369,3.6910,1
100.83,1.2256,0.1147,1.5498,1.2500,1.2500,1.1356,3.6923,1
100.86,1.2257,0.1160,1.5498,1.2500,1.2500,1.1343,3.6936,1
100.90,1.2257,0.1173,1.5498,1.2500,1.2500,1.1330,3.6948,1
100.93,1.2257,0.1186,1.5498,1.2500,1.2500,1.1317,3.6961,1
100.96,1.2257,0.1198,1.5498,1.2500,1.2500,1.1304,3.6974,1
100.99,1.2258,0.1211,1.5498,1.2500,1.2500,1.1291,3.6987,1
101.02,1.2258,0.1224,1.5498,1.2500,1.2500,1.1278,3.7000,1
101.06,1.2258,0.1236,1.5474,1.2500,1.2500,1.1266,3.7012,1
101.09,1.2259,0.1249,1.5474,1.2500,1.2500,1.1253,3.7025,1
101.12,1.2259,0.1262,1.5474,1.2500,1.2500,1.1240,3.7038,1
101.15,1.2259,0.1274,1.5498,1.2500,1.2500,1.1228,3.7050,1
101.18,1.2259,0.1287,1.5498,1.2500,1.2500,1.1215,3.7063,1
101.22,1.2260,0.1300,1.5498,1.2500,1.2500,1.1203,3.7076,1
101.25,1.2260,0.1313,1.5498,1.2500,1.2500,1.1190,3.7089,1
101.28,1.2260,0.1326,1.5498,1.2500,1.2500,1.1177,3.7102,1
101.31,1.2260,0.1339,1.5498,1.2500,1.2500,1.1164,3.7114,1
101.34,1.2261,0.1352,1.5498,1.2500,1.2500,1.1151,3.7127,1
101.38,1.2261,0.1364,1.5498,1.2500,1.2500,1.1138,3.7140,1
101.41,1.2261,0.1377,1.5498,1.2500,1.2500,1.1125,3.7153,1
101.44,1.2262,0.1390,1.5498,1.2500,1.2500,1.1112,3.7166,1
101.47,1.2262,0.1403,1.5498,1.2500,1.2500,1.1100,3.7179,1
101.50,1.2262,0.1416,1.5498,1.2500,1.2500,1.1087,3.7192,1
101.54,1.2262,0.1429,1.5498,1.2500,1.2500,1.1074,3.7205,1
101.57,1.2263,0.1441,1.5474,1.2500,1.2500,1.1062,3.7217,1
101.60,1.2263,0.1454,1.5474,1.2500,1.2500,1.1049,3.7230,1
101.63,1.2263,0.1467,1.5474,1.2500,1.2500,1.1036,3.7243,1
101.66,1.2264,0.1479,1.5498,1.2500,1.2500,1.1024,3.7255,1
101.70,1.2264,0.1492,1.5498,1.2500,1.2500,1.1011,3.7268,1
101.73,1.2264,0.1505,1.5498,1.2500,1.2500,1.0998,3.7281,1
101.76,1.2264,0.1518,1.5498,1.2500,1.2500,1.0985,3.7293,1
101.79,1.2265,0.1530,1.5498,1.2500,1.2500,1.0972,3.7306,1
101.82,1.2265,0.1543,1.5498,1.2500,1.2500,1.0959,3.7319,1
101.86,1.2265,0.1556,1.5498,1.2500,1.2500,1.0946,3.7332,1
101.89,1.2265,0.1569,1.5498,1.2500,1.2500,1.0933,3.7345,1
101.92,1.2266,0.1582,1.5498,1.2500,1.2500,1.0921,3.7358,1
101.95,1.2266,0.1595,1.5498,1.2500,1.2500,1.0908,3.7371,1
101.98,1.2266,0.1608,1.5498,1.2500,1.2500,1.0895,3.7384,1
102.02,1.2266,0.1621,1.5498,1.2500,1.2500,1.0882,3.7396,1
102.05,1.2267,0.1633,1.5498,1.2500,1.2500,1.0869,3.7409,1
102.08,1.2267,0.1646,1.5498,1.2500,1.2500,1.0856,3.7422,1
102.11,1.2267,0.1659,1.5474,1.2500,1.2500,1.0844,3.7434,1
102.14,1.2268,0.1671,1.5474,1.2500,1.2500,1.0831,3.7447,1
102.18,1.2268,0.1684,1.5474,1.2500,1.2500,1.0818,3.7460,1
102.21,1.2268,0.1696,1.5498,1.2500,1.2500,1.0806,3.7472,1
102.24,1.2268,0.1709,1.5498,1.2500,1.2500,1.0793,3.7485,1
102.27,1.2269,0.1722,1.5498,1.2500,1.2500,1.0780,3.7498,1
102.30,1.2269,0.1735,1.5498,1.2500,1.2500,1.0767,3.7511,1
102.34,1.2269,0.1748,1.5498,1.2500,1.2500,1.0754,3.7524,1
102.37,1.2270,0.1761,1.5498,1.2500,1.2500,1.0742,3.7537,1
102.40,1.2270,0.1774,1.5498,1.2500,1.2500,1.0729,3.7550,1
102.43,1.2270,0.1787,1.5498,1.2500,1.2500,1.0716,3.7562,1
102.46,1.2270,0.1799,1.5498,1.2500,1.2500,1.0703,3.7575,1
102.50,1.2271,0.1812,1.5498,1.2500,1.2500,1.0690,3.7588,1
102.53,1.2271,0.1825,1.5498,1.2500,1.2500,1.0677,3.7601,1
102.56,1.2271,0.1838,1.5498,1.2500,1.2500,1.0664,3.7614,1
102.59,1.2271,0.1851,1.5498,1.2500,1.2500,1.0652,3.7627,1
102.62,1.2272,0.1863,1.5474,1.2500,1.2500,1.0639,3.7639,1
102.66,1.2272,0.1876,1.5474,1.2500,1.2500,1.0626,3.7652,1
102.69,1.2272,0.1889,1.5474,1.2500,1.2500,1.0614,3.7665,1
102.72,1.2273,0.1902,1.5474,1.2500,1.2500,1.0601,3.7678,1
102.75,1.2273,0.1914,1.5498,1.2500,1.2500,1.0588,3.7690,1
102.78,1.2273,0.1927,1.5498,1.2500,1.2500,1.0576,3.7703,1
102.82,1.2273,0.1940,1.5498,1.2500,1.2500,1.0563,3.7716,1
102.85,1.2274,0.1953,1.5498,1.2500,1.2500,1.0550,3.7729,1
102.88,1.2274,0.1966,1.5498,1.2500,1.2500,1.0537,3.7741,1
102.91,1.2274,0.1978,1.5498,1.2500,1.2500,1.0524,3.7754,1
102.94,1.2274,0.1991,1.5498,1.2500,1.2500,1.0511,3.7767,1
102.98,1.2275,0.2004,1.5498,1.2500,1.2500,1.0498,3.7780,1
103.01,1.2275,0.2017,1.5498,1.2500,1.2500,1.0485,3.7793,1
103.04,1.2275,0.2030,1.5498,1.2500,1.2500,1.0473,3.7806,1
103.07,1.2276,0.2043,1.5498,1.2500,1.2500,1.0460,3.7819,1
103.10,1.2276,0.2056,1.5498,1.2500,1.2500,1.0447,3.7832,1
103.14,1.2276,0.2068,1.5498,1.2500,1.2500,1.0434,3.7844,1
103.17,1.2276,0.2081,1.5474,1.2500,1.2500,1.0422,3.7857,1
103.20,1.2277,0.2094,1.5474,1.2500,1.2500,1.0409,3.7870,1
103.23,1.2277,0.2106,1.5474,1.2500,1.2500,1.0396,3.7882,1
103.26,1.2277,0.2119,1.5498,1.2500,1.2500,1.0384,3.7895,1
103.30,1.2278,0.2132,1.5498,1.2500,1.2500,1.0371,3.7907,1
103.33,1.2278,0.2144,1.5498,1.2500,1.2500,1.0358,3.7920,1
103.36,1.2278,0.2157,1.5498,1.2500,1.2500,1.0345,3.7933,1
103.39,1.2278,0.2170,1.5498,1.2500,1.2500,1.0332,3.7946,1
103.42,1.2279,0.2183,1.5498,1.2500,1.2500,1.0319,3.7959,1
103.46,1.2279,0.2196,1.5498,1.2500,1.2500,1.0306,3.7972,1
103.49,1.2279,0.2209,1.5498,1.2500,1.2500,1.0294,3.7985,1
103.52,1.2279,0.2222,1.5498,1.2500,1.2500,1.0281,3.7998,1
103.55,1.2280,0.2235,1.5498,1.2500,1.2500,1.0268,3.8010,1
103.58,1.2280,0.2247,1.5498,1.2500,1.2500,1.0255,3.8023,1
103.62,1.2280,0.2260,1.5498,1.2500,1.2500,1.0242,3.8036,1
103.65,1.2280,0.2273,1.5498,1.2500,1.2500,1.0229,3.8049,1
103.68,1.2281,0.2285,1.5474,1.2500,1.2500,1.0217,3.8061,1
103.71,1.2281,0.2298,1.5474,1.2500,1.2500,1.0204,3.8074,1
103.74,1.2281,0.2311,1.5474,1.2500,1.2500,1.0191,3.8087,1
103.78,1.2282,0.2323,1.5498,1.2500,1.2500,1.0179,3.8099,1
103.81,1.2282,0.2336,1.5498,1.2500,1.2500,1.0166,3.8112,1
103.84,1.2282,0.2349,1.5498,1.2500,1.2500,1.0153,3.8125,1
103.87,1.2282,0.2362,1.5498,1.2500,1.2500,1.0140,3.8138,1
103.90,1.2283,0.2375,1.5498,1.2500,1.2500,1.0128,3.8151,1
103.94,1.2283,0.2388,1.5498,1.2500,1.2500,1.0115,3.8164,1
103.97,1.2283,0.2401,1.5498,1.2500,1.2500,1.0102,3.8177,1
104.00,1.2284,0.2413,1.5498,1.2500,1.2500,1.0089,3.8189,1
104.03,1.2284,0.2426,1.5498,1.2500,1.2500,1.0076,3.8202,1
104.06,1.2284,0.2439,1.5498,1.2500,1.2500,1.0063,3.8215,1
104.10,1.2284,0.2452,1.5498,1.2500,1.2500,1.0050,3.8228,1
104.13,1.2285,0.2465,1.5498,1.2500,1.2500,1.0037,3.8241,1
104.16,1.2285,0.2478,1.5498,1.2500,1.2500,1.0025,3.8254,1
104.19,1.2285,0.2491,1.5498,1.2500,1.2500,1.0012,3.8267,1
104.22,1.2285,0.2503,1.5474,1.2500,1.2500,0.9999,3.8279,1
104.26,1.2286,0.2516,1.5474,1.2500,1.2500,0.9987,3.8292,1
104.29,1.2286,0.2529,1.5474,1.2500,1.2500,0.9974,3.8305,1
104.32,1.2286,0.2541,1.5498,1.2500,1.2500,0.9961,3.8317,1
104.35,1.2287,0.2554,1.5498,1.2500,1.2500,0.9949,3.8330,1
104.38,1.2287,0.2567,1.5498,1.2500,1.2500,0.9936,3.8343,1
104.42,1.2287,0.2579,1.5498,1.2500,1.2500,0.9923,3.8356,1
104.45,1.2287,0.2592,1.5498,1.2500,1.2500,0.9910,3.8368,1
104.48,1.2288,0.2605,1.5498,1.2500,1.2500,0.9897,3.8381,1
104.51,1.2288,0.2618,1.5498,1.2500,1.2500,0.9884,3.8394,1
104.54,1.2288,0.2631,1.5498,1.2500,1.2500,0.9871,3.8407,1
104.58,1.2288,0.2644,1.5498,1.2500,1.2500,0.9858,3.8420,1
104.61,1.2289,0.2657,1.5498,1.2500,1.2500,0.9846,3.8433,1
104.64,1.2289,0.2670,1.5498,1.2500,1.2500,0.9833,3.8446,1
104.67,1.2289,0.2682,1.5498,1.2500,1.2500,0.9820,3.8459,1
104.70,1.2290,0.2695,1.5498,1.2500,1.2500,0.9807,3.8471,1
104.74,1.2290,0.2708,1.5474,1.2500,1.2500,0.9795,3.8484,1
104.77,1.2290,0.2720,1.5474,1.2500,1.2500,0.9782,3.8496,1
104.80,1.2290,0.2733,1.5474,1.2500,1.2500,0.9769,3.8509,1
104.83,1.2291,0.2746,1.5474,1.2500,1.2500,0.9756,3.8522,1
104.86,1.2291,0.2758,1.5498,1.2500,1.2500,0.9744,3.8534,1
104.90,1.2291,0.2771,1.5498,1.2500,1.2500,0.9731,3.8547,1
104.93,1.2291,0.2784,1.5498,1.2500,1.2500,0.9718,3.8560,1
104.96,1.2292,0.2797,1.5498,1.2500,1.2500,0.9705,3.8573,1
104.99,1.2292,0.2810,1.5498,1.2500,1.2500,0.9692,3.8586,1
105.02,1.2292,0.2823,1.5498,1.2500,1.2500,0.9680,3.8599,1
105.06,1.2293,0.2836,1.5498,1.2500,1.2500,0.9667,3.8612,1
105.09,1.2293,0.2848,1.5498,1.2500,1.2500,0.9654,3.8625,1
105.12,1.2293,0.2861,1.5498,1.2500,1.2500,0.9641,3.8637,1
105.15,1.2293,0.2874,1.5498,1.2500,1.2500,0.9628,3.8650,1
105.18,1.2294,0.2887,1.5498,1.2500,1.2500,0.9615,3.8663,1
105.22,1.2294,0.2900,1.5498,1.2500,1.2500,0.9602,3.8676,1
105.25,1.2294,0.2913,1.5498,1.2500,1.2500,0.9589,3.8689,1
105.28,1.2294,0.2925,1.5474,1.2500,1.2500,0.9577,3.8701,1
105.31,1.2295,0.2938,1.5474,1.2500,1.2500,0.9564,3.8714,1
105.34,1.2295,0.2951,1.5474,1.2500,1.2500,0.9551,3.8727,1
105.38,1.2295,0.2963,1.5498,1.2500,1.2500,0.9539,3.8739,1
105.41,1.2296,0.2976,1.5498,1.2500,1.2500,0.9526,3.8752,1
105.44,1.2296,0.2989,1.5498,1.2500,1.2500,0.9513,3.8765,1
105.47,1.2296,0.3002,1.5498,1.2500,1.2500,0.9501,3.8778,1
105.50,1.2296,0.3014,1.5498,1.2500,1.2500,0.9488,3.8791,1
105.54,1.2297,0.3027,1.5498,1.2500,1.2500,0.9475,3.8804,1
105.57,1.2297,0.3040,1.5498,1.2500,1.2500,0.9462,3.8816,1
105.60,1.2297,0.3053,1.5498,1.2500,1.2500,0.9449,3.8829,1
105.63,1.2298,0.3066,1.5498,1.2500,1.2500,0.9436,3.8842,1
105.66,1.2298,0.3079,1.5498,1.2500,1.2500,0.9423,3.8855,1
105.70,1.2298,0.3092,1.5498,1.2500,1.2500,0.9410,3.8868,1
105.73,1.2298,0.3105,1.5498,1.2500,1.2500,0.9398,3.8881,1
105.76,1.2299,0.3117,1.5498,1.2500,1.2500,0.9385,3.8894,1
105.79,1.2299,0.3130,1.5474,1.2500,1.2500,0.9372,3.8906,1
105.82,1.2299,0.3143,1.5474,1.2500,1.2500,0.9360,3.8919,1
105.86,1.2299,0.3155,1.5474,1.2500,1.2500,0.9347,3.8932,1
105.89,1.2300,0.3168,1.5498,1.2500,1.2500,0.9334,3.8944,1
105.92,1.2300,0.3181,1.5498,1.2500,1.2500,0.9322,3.8957,1
105.95,1.2300,0.3193,1.5498,1.2500,1.2500,0.9309,3.8970,1
105.98,1.2301,0.3206,1.5498,1.2500,1.2500,0.9296,3.8982,1
106.02,1.2301,0.3219,1.5498,1.2500,1.2500,0.9283,3.8995,1
106.05,1.2301,0.3232,1.5498,1.2500,1.2500,0.9270,3.9008,1
106.08,1.2301,0.3245,1.5498,1.2500,1.2500,0.9257,3.9021,1
106.11,1.2302,0.3258,1.5498,1.2500,1.2500,0.9244,3.9034,1
106.14,1.2302,0.3271,1.5498,1.2500,1.2500,0.9231,3.9047,1
106.18,1.2302,0.3283,1.5498,1.2500,1.2500,0.9219,3.9060,1
106.21,1.2302,0.3296,1.5498,1.2500,1.2500,0.9206,3.9073,1
106.24,1.2303,0.3309,1.5498,1.2500,1.2500,0.9193,3.9085,1
106.27,1.2303,0.3322,1.5498,1.2500,1.2500,0.9180,3.9098,1
106.30,1.2303,0.3334,1.5474,1.2500,1.2500,0.9168,3.9111,1
106.34,1.2304,0.3347,1.5474,1.2500,1.2500,0.9155,3.9123,1
106.37,1.2304,0.3360,1.5474,1.2500,1.2500,0.9142,3.9136,1
106.40,1.2304,0.3373,1.5474,1.2500,1.2500,0.9129,3.9149,1
106.43,1.2304,0.3385,1.5498,1.2500,1.2500,0.9117,3.9161,1
106.46,1.2305,0.3398,1.5498,1.2500,1.2500,0.9104,3.9174,1
106.50,1.2305,0.3411,1.5498,1.2500,1.2500,0.9091,3.9187,1
106.53,1.2305,0.3424,1.5498,1.2500,1.2500,0.9078,3.9200,1
106.56,1.2305,0.3437,1.5498,1.2500,1.2500,0.9065,3.9213,1
106.59,1.2306,0.3450,1.5498,1.2500,1.2500,0.9053,3.9226,1
106.62,1.2306,0.3462,1.5498,1.2500,1.2500,0.9040,3.9239,1
106.66,1.2306,0.3475,1.5498,1.2500,1.2500,0.9027,3.9252,1
106.69,1.2307,0.3488,1.5498,1.2500,1.2500,0.9014,3.9264,1
106.72,1.2307,0.3501,1.5498,1.2500,1.2500,0.9001,3.9277,1
106.75,1.2307,0.3514,1.5498,1.2500,1.2500,0.8988,3.9290,1
106.78,1.2307,0.3527,1.5498,1.2500,1.2500,0.8975,3.9303,1
106.82,1.2308,0.3540,1.5498,1.2500,1.2500,0.8962,3.9316,1
106.85,1.2308,0.3552,1.5474,1.2500,1.2500,0.8950,3.9328,1
106.88,1.2308,0.3565,1.5474,1.2500,1.2500,0.8937,3.9341,1
106.91,1.2309,0.3578,1.5474,1.2500,1.2500,0.8924,3.9354,1
106.94,1.2309,0.3590,1.5498,1.2500,1.2500,0.8912,3.9366,1
106.98,1.2309,0.3603,1.5498,1.2500,1.2500,0.8899,3.9379,1
107.01,1.2309,0.3616,1.5498,1.2500,1.2500,0.8886,3.9392,1
107.04,1.2310,0.3628,1.5498,1.2500,1.2500,0.8874,3.9405,1
107.07,1.2310,0.3641,1.5498,1.2500,1.2500,0.8861,3.9418,1
107.10,1.2310,0.3654,1.5498,1.2500,1.2500,0.8848,3.9430,1
107.14,1.2310,0.3667,1.5498,1.2500,1.2500,0.8835,3.9443,1
107.17,1.2311,0.3680,1.5498,1.2500,1.2500,0.8822,3.9456,1
107.20,1.2311,0.3693,1.5498,1.2500,1.2500,0.8809,3.9469,1
107.23,1.2311,0.3706,1.5498,1.2500,1.2500,0.8796,3.9482,1
107.26,1.2312,0.3719,1.5498,1.2500,1.2500,0.8783,3.9495,1
107.30,1.2312,0.3731,1.5498,1.2500,1.2500,0.8771,3.9508,1
107.33,1.2312,0.3744,1.5498,1.2500,1.2500,0.8758,3.9521,1
107.36,1.2312,0.3757,1.5474,1.2500,1.2500,0.8746,3.9533,1
107.39,1.2313,0.3769,1.5474,1.2500,1.2500,0.8733,3.9546,1
107.42,1.2313,0.3782,1.5474,1.2500,1.2500,0.8720,3.9559,1
107.46,1.2313,0.3795,1.5474,1.2500,1.2500,0.8707,3.9571,1
107.49,1.2313,0.3807,1.5498,1.2500,1.2500,0.8695,3.9584,1
107.52,1.2314,0.3820,1.5498,1.2500,1.2500,0.8682,3.9597,1
107.55,1.2314,0.3833,1.5498,1.2500,1.2500,0.8669,3.9609,1
107.58,1.2314,0.3846,1.5498,1.2500,1.2500,0.8656,3.9622,1
107.62,1.2315,0.3859,1.5498,1.2500,1.2500,0.8643,3.9635,1
107.65,1.2315,0.3872,1.5498,1.2500,1.2500,0.8630,3.9648,1
107.68,1.2315,0.3885,1.5498,1.2500,1.2500,0.8617,3.9661,1
107.71,1.2315,0.3897,1.5498,1.2500,1.2500,0.8605,3.9674,1
107.74,1.2316,0.3910,1.5498,1.2500,1.2500,0.8592,3.9687,1
107.78,1.2316,0.3923,1.5498,1.2500,1.2500,0.8579,3.9700,1
107.81,1.2316,0.3936,1.5498,1.2500,1.2500,0.8566,3.9712,1
107.84,1.2316,0.3949,1.5498,1.2500,1.2500,0.8553,3.9725,1
107.87,1.2317,0.3962,1.5498,1.2500,1.2500,0.8540,3.9738,1
107.90,1.2317,0.3974,1.5474,1.2500,1.2500,0.8528,3.9750,1
107.94,1.2317,0.3987,1.5474,1.2500,1.2500,0.8515,3.9763,1
107.97,1.2318,0.4000,1.5474,1.2500,1.2500,0.8502,3.9776,1
108.00,1.2318,0.4012,1.5498,1.2500,1.2500,0.8490,3.9788,1
108.03,1.2318,0.4025,1.5498,1.2500,1.2500,0.8477,3.9801,1
108.06,1.2318,0.4038,1.5498,1.2500,1.2500,0.8464,3.9814,1
108.10,1.2319,0.4051,1.5498,1.2500,1.2500,0.8451,3.9827,1
108.13,1.2319,0.4063,1.5498,1.2500,1.2500,0.8438,3.9840,1
108.16,1.2319,0.4076,1.5498,1.2500,1.2500,0.8426,3.9853,1
108.19,1.2319,0.4089,1.5498,1.2500,1.2500,0.8413,3.9866,1
108.22,1.2320,0.4102,1.5498,1.2500,1.2500,0.8400,3.9879,1
108.26,1.2320,0.4115,1.5498,1.2500,1.2500,0.8387,3.9891,1
108.29,1.2320,0.4128,1.5498,1.2500,1.2500,0.8374,3.9904,1
108.32,1.2321,0.4141,1.5498,1.2500,1.2500,0.8361,3.9917,1
108.35,1.2321,0.4154,1.5498,1.2500,1.2500,0.8348,3.9930,1
108.38,1.2321,0.4166,1.5498,1.2500,1.2500,0.8335,3.9943,1
108.42,1.2321,0.4179,1.5498,1.2500,1.2500,0.8323,3.9956,1
108.45,1.2322,0.4192,1.5474,1.2500,1.2500,0.8310,3.9968,1
108.48,1.2322,0.4204,1.5474,1.2500,1.2500,0.8297,3.9981,1
108.51,1.2322,0.4217,1.5474,1.2500,1.2500,0.8285,3.9994,1
108.54,1.2323,0.4230,1.5498,1.2500,1.2500,0.8272,4.0006,1
108.58,1.2323,0.4242,1.5498,1.2500,1.2500,0.8260,4.0019,1
108.61,1.2323,0.4255,1.5498,1.2500,1.2500,0.8247,4.0032,1
108.64,1.2323,0.4268,1.5498,1.2500,1.2500,0.8234,4.0045,1
108.67,1.2324,0.4281,1.5498,1.2500,1.2500,0.8221,4.0057,1
108.70,1.2324,0.4294,1.5498,1.2500,1.2500,0.8208,4.0070,1
108.74,1.2324,0.4307,1.5498,1.2500,1.2500,0.8195,4.0083,1
108.77,1.2324,0.4320,1.5498,1.2500,1.2500,0.8182,4.0096,1
108.80,1.2325,0.4332,1.5498,1.2500,1.2500,0.8169,4.0109,1
108.83,1.2325,0.4345,1.5498,1.2500,1.2500,0.8157,4.0122,1
108.86,1.2325,0.4358,1.5498,1.2500,1.2500,0.8144,4.0135,1
108.90,1.2325,0.4371,1.5498,1.2500,1.2500,0.8131,4.0148,1
108.93,1.2326,0.4384,1.5498,1.2500,1.2500,0.8118,4.0160,1
108.96,1.2326,0.4396,1.5474,1.2500,1.2500,0.8106,4.0173,1
108.99,1.2326,0.4409,1.5474,1.2500,1.2500,0.8093,4.0186,1
109.02,1.2327,0.4422,1.5474,1.2500,1.2500,0.8080,4.0198,1
109.06,1.2327,0.4434,1.5498,1.2500,1.2500,0.8068,4.0211,1
109.09,1.2327,0.4447,1.5498,1.2500,1.2500,0.8055,4.0224,1
109.12,1.2327,0.4460,1.5498,1.2500,1.2500,0.8042,4.0236,1
109.15,1.2328,0.4473,1.5498,1.2500,1.2500,0.8029,4.0249,1
109.18,1.2328,0.4486,1.5498,1.2500,1.2500,0.8016,4.0262,1
109.22,1.2328,0.4499,1.5498,1.2500,1.2500,0.8003,4.0275,1
109.25,1.2329,0.4511,1.5498,1.2500,1.2500,0.7990,4.0288,1
109.28,1.2329,0.4524,1.5498,1.2500,1.2500,0.7978,4.0301,1
109.31,1.2329,0.4537,1.5498,1.2500,1.2500,0.7965,4.0314,1
109.34,1.2329,0.4550,1.5498,1.2500,1.2500,0.7952,4.0327,1
109.38,1.2330,0.4563,1.5498,1.2500,1.2500,0.7939,4.0339,1
109.41,1.2330,0.4576,1.5498,1.2500,1.2500,0.7926,4.0352,1
109.44,1.2330,0.4589,1.5498,1.2500,1.2500,0.7913,4.0365,1
109.47,1.2330,0.4601,1.5474,1.2500,1.2500,0.7901,4.0377,1
109.50,1.2331,0.4614,1.5474,1.2500,1.2500,0.7888,4.0390,1
109.54,1.2331,0.4627,1.5474,1.2500,1.2500,0.7875,4.0403,1
109.57,1.2331,0.4639,1.5474,1.2500,1.2500,0.7862,4.0416,1
109.60,1.2332,0.4652,1.5498,1.2500,1.2500,0.7850,4.0428,1
109.63,1.2332,0.4665,1.5498,1.2500,1.2500,0.7837,4.0441,1
109.66,1.2332,0.4677,1.5498,1.2500,1.2500,0.7824,4.0454,1
109.70,1.2332,0.4690,1.5498,1.2500,1.2500,0.7811,4.0467,1
109.73,1.2333,0.4703,1.5498,1.2500,1.2500,0.7799,4.0480,1
109.76,1.2333,0.4716,1.5498,1.2500,1.2500,0.7786,4.0493,1
109.79,1.2333,0.4729,1.5498,1.2500,1.2500,0.7773,4.0505,1
109.82,1.2333,0.4742,1.5498,1.2500,1.2500,0.7760,4.0518,1
109.86,1.2334,0.4755,1.5498,1.2500,1.2500,0.7747,4.0531,1
109.89,1.2334,0.4768,1.5498,1.2500,1.2500,0.7734,4.0544,1
109.92,1.2334,0.4780,1.5498,1.2500,1.2500,0.7721,4.0557,1
109.95,1.2335,0.4793,1.5498,1.2500,1.2500,0.7709,4.0570,1
109.98,1.2335,0.4806,1.5498,1.2500,1.2500,0.7696,4.0583,1
110.02,1.2335,0.4818,1.5474,1.2500,1.2500,0.7683,4.0595,1
110.05,1.2335,0.4831,1.5474,1.2500,1.2500,0.7671,4.0608,1
110.08,1.2336,0.4844,1.5474,1.2500,1.2500,0.7658,4.0621,1
110.11,1.2336,0.4856,1.5498,1.2500,1.2500,0.7645,4.0633,1
110.14,1.2336,0.4869,1.5498,1.2500,1.2500,0.7633,4.0646,1
110.18,1.2337,0.4882,1.5498,1.2500,1.2500,0.7620,4.0659,1
110.21,1.2337,0.4895,1.5498,1.2500,1.2500,0.7607,4.0672,1
110.24,1.2337,0.4908,1.5498,1.2500,1.2500,0.7594,4.0684,1
110.27,1.2337,0.4921,1.5498,1.2500,1.2500,0.7581,4.0697,1
110.30,1.2338,0.4934,1.5498,1.2500,1.2500,0.7568,4.0710,1
110.34,1.2338,0.4946,1.5498,1.2500,1.2500,0.7555,4.0723,1
110.37,1.2338,0.4959,1.5498,1.2500,1.2500,0.7542,4.0736,1
110.40,1.2338,0.4972,1.5498,1.2500,1.2500,0.7530,4.0749,1
110.43,1.2339,0.4985,1.5498,1.2500,1.2500,0.7517,4.0762,1
110.46,1.2339,0.4998,1.5498,1.2500,1.2500,0.7504,4.0775,1
110.50,1.2339,0.5011,1.5498,1.2500,1.2500,0.7491,4.0787,1
110.53,1.2339,0.5023,1.5474,1.2500,1.2500,0.7479,4.0800,1
110.56,1.2340,0.5036,1.5474,1.2500,1.2500,0.7466,4.0813,1
110.59,1.2340,0.5049,1.5474,1.2500,1.2500,0.7453,4.0825,1
110.62,1.2340,0.5061,1.5498,1.2500,1.2500,0.7441,4.0838,1
110.66,1.2341,0.5074,1.5498,1.2500,1.2500,0.7428,4.0850,1
110.69,1.2341,0.5087,1.5498,1.2500,1.2500,0.7415,4.0863,1
110.72,1.2341,0.5100,1.5498,1.2500,1.2500,0.7402,4.0876,1
110.75,1.2341,0.5112,1.5498,1.2500,1.2500,0.7389,4.0889,1
110.78,1.2342,0.5125,1.5498,1.2500,1.2500,0.7376,4.0902,1
110.82,1.2342,0.5138,1.5498,1.2500,1.2500,0.7363,4.0915,1
110.85,1.2342,0.5151,1.5498,1.2500,1.2500,0.7351,4.0928,1
110.88,1.2343,0.5164,1.5498,1.2500,1.2500,0.7338,4.0941,1
110.91,1.2343,0.5177,1.5498,1.2500,1.2500,0.7325,4.0953,1
110.94,1.2343,0.5190,1.5498,1.2500,1.2500,0.7312,4.0966,1
110.98,1.2343,0.5203,1.5498,1.2500,1.2500,0.7299,4.0979,1
111.01,1.2344,0.5215,1.5498,1.2500,1.2500,0.7286,4.0992,1
111.04,1.2344,0.5228,1.5498,1.2500,1.2500,0.7273,4.1005,1
111.07,1.2344,0.5241,1.5474,1.2500,1.2500,0.7261,4.1017,1
111.10,1.2344,0.5253,1.5474,1.2500,1.2500,0.7248,4.1030,1
111.14,1.2345,0.5266,1.5474,1.2500,1.2500,0.7235,4.1043,1
111.17,1.2345,0.5279,1.5498,1.2500,1.2500,0.7223,4.1055,1
111.20,1.2345,0.5291,1.5498,1.2500,1.2500,0.7210,4.1068,1
111.23,1.2346,0.5304,1.5498,1.2500,1.2500,0.7197,4.1081,1
111.26,1.2346,0.5317,1.5498,1.2500,1.2500,0.7185,4.1094,1
111.30,1.2346,0.5330,1.5498,1.2500,1.2500,0.7172,4.1107,1
111.33,1.2346,0.5343,1.5498,1.2500,1.2500,0.7159,4.1120,1
111.36,1.2347,0.5356,1.5498,1.2500,1.2500,0.7146,4.1132,1
111.39,1.2347,0.5369,1.5498,1.2500,1.2500,0.7133,4.1145,1
111.42,1.2347,0.5381,1.5498,1.2500,1.2500,0.7120,4.1158,1
111.46,1.2347,0.5394,1.5498,1.2500,1.2500,0.7107,4.1171,1
111.49,1.2348,0.5407,1.5498,1.2500,1.2500,0.7094,4.1184,1
111.52,1.2348,0.5420,1.5498,1.2500,1.2500,0.7082,4.1197,1
111.55,1.2348,0.5433,1.5498,1.2500,1.2500,0.7069,4.1210,1
